Platform,Market,URL,ReportName
Facebook,DE_one,https://fb.me/1FeGH06nRTyUyMy,DE_SAGE_GERMANY
Facebook,ES_one,https://fb.me/1GlTNELJBkRfSQw,Accountants
Facebook,ES_two,https://fb.me/c24xxbfYk8Lq4X,Small
Facebook,PT_one,https://fb.me/1FpMcZRLTt7NVe3,Sage Accounting PT
Facebook,PT_two,https://fb.me/1SQArjv0txycNLe,Sage Accountants PT
Facebook,PT_three,https://fb.me/1GmBfStQWETRZPN,Sage Enterprise PT 
Facebook,UK_one,https://fb.me/2ffyA2rdHMYn3v4,UK Small Business 
Facebook,FR_one,https://fb.me/1YQqFvLR3Wbrm0i,NDP_Sage|FR|Large
